ID,A,B,C,D,E,F,G,H,I,J,Target
13983,86.09465356723227,33.99111070732663,8,2.310087994775834,2,531.6156552080524,1,3,33.02871565132483,3,1
13984,24.983664410131965,24.202694177713806,6,2.640210472582468,6,563.7677383733072,0,3,72.68905652088583,3,0
13985,57.59745357917578,26.03443501526821,13,8.866679970733962,2,523.0356581523699,5,2,88.80551368320063,2,0
13986,10.596754792198743,27.758254332169194,8,3.0597639813819018,1,581.6282463345217,0,1,43.88379018291102,1,0
13987,20.727523876537834,48.90461778720623,8,2.949422844236155,0,565.9272693739811,5,0,81.08124744773225,0,1
13988,98.4189030999781,33.929577705478366,4,9.18157102338059,9,530.7463463042054,5,1,45.85344695011956,1,1
13989,86.72002835623232,23.28469294703666,9,1.9248298549201175,9,516.372529591958,6,0,89.57614245006941,0,0
13990,60.14016191856248,46.69068222301387,6,6.003394664403267,8,510.36769111149795,1,4,86.03973322287229,4,1
13991,93.91590126686214,25.00055672448243,2,8.755733060748405,3,575.1126682851936,4,3,58.52497340800514,3,0
13992,6.055572459952638,38.21618384456041,13,3.39985556234498,7,557.6707381942998,0,1,36.376051942534474,1,0
13993,17.658446331320917,20.08587987544121,0,7.6138535689428455,7,530.9827513372337,6,1,64.79555877294928,1,0
13994,2.934249929651809,31.15546420623114,10,8.034844006288271,4,536.7249758621867,6,3,75.20734572432468,3,0
13995,22.102513967816137,27.40691649878599,10,1.823776722215801,6,532.5268695303603,1,5,35.57667825022786,5,1
13996,28.884662187206423,21.565322943850102,11,2.5212329470120824,1,561.9932423017759,0,1,40.10300187308796,1,0
13997,88.32742534510112,28.15382275164493,11,4.503843770860541,5,525.3222131452663,4,1,45.9955568969298,1,0
13998,25.751465523430337,28.243057028179507,8,6.903276982505158,1,515.3423133666265,6,3,53.301002307667446,3,0
13999,66.7073235075585,38.87343821685148,1,2.088995460660117,8,575.3729583818565,5,1,70.55292025661485,1,1
14000,62.648675570449086,30.267701691888885,0,8.292668993240635,6,501.9576531328615,6,2,89.5201420113859,2,1
14001,55.038896012203345,41.51293226169864,0,3.476461901678968,2,547.1395449402023,3,4,64.23259097947101,4,1
14002,54.65333851488624,29.716436139464314,9,8.145448416886737,2,517.8702801816141,5,5,88.35656857733963,5,1
14003,93.19814861373123,42.76713559149557,5,1.4729644930991377,7,536.8020446268584,1,4,38.7369371155486,4,0
14004,69.21241569591291,30.560874727293964,6,4.509897801256561,0,551.437360247458,3,5,79.26959301868342,5,1
14005,53.4821987341891,33.37554371463315,12,3.228910002310962,5,544.2285969082808,1,5,58.379929653517806,5,1
14006,42.75672650111366,42.40949440043253,5,2.664387846991703,9,534.1438753218421,3,2,38.9197329172891,2,1
14007,99.07217397979818,33.68225206820756,4,7.678910211694982,2,504.4470936238513,5,0,63.59660578710447,0,1
14008,62.41860630111277,45.47517066600612,7,6.516676372644091,9,591.0057594875869,2,5,62.92012123962332,5,1
14009,91.9231875306757,40.76079968931755,13,3.66477757494422,8,579.9857282804645,2,1,43.96249781963124,1,1
14010,4.433043395828101,37.440074555219404,1,4.969659859139281,0,520.7397048655783,5,0,46.450294848350126,0,0
14011,27.97442953631402,25.307597274811002,4,6.684879389486784,5,514.1569554467843,0,3,46.847982948517476,3,1
14012,31.16197284568386,33.61688076399176,5,6.85796832504059,7,523.1067827068545,1,0,78.78552798028237,0,0
14013,22.14735824261753,49.20443203220435,9,7.642140320480057,6,546.9992484412404,4,2,52.78515256552933,2,0
14014,54.515629911708984,26.881634774806997,5,2.2410854431670764,2,528.1143940892605,5,2,67.98604888616728,2,1
14015,88.76160050495278,35.293603590457366,11,7.1782679282820805,1,526.0660184682465,6,4,30.2458799184457,4,1
14016,13.580345141466541,49.244402449058825,4,6.417816072488912,5,596.1085397516999,4,2,67.74941590092452,2,1
14017,58.66695753358786,47.371685257685314,4,6.922446859045579,9,512.5418512444522,0,1,54.41406844155284,1,0
14018,18.129916887965763,43.0465968172919,4,7.316919312384407,4,557.2733516944465,5,1,58.406936716704685,1,0
14019,42.454832865386734,24.604686014527214,11,6.751438534316627,8,567.284699178831,1,4,39.28755074206905,4,1
14020,49.31623390076125,30.380556090663198,4,8.44496138712267,5,561.4938487048498,4,1,87.68205891813969,1,0
14021,24.24541678034066,30.085738540211942,11,1.1789520773346316,4,552.7685723576868,1,4,79.19819801882556,4,0
14022,72.44036739012309,33.97458170179724,2,9.01082393843274,2,581.5491056730274,3,4,55.96779090188508,4,1
14023,45.54054775506512,34.463244333316595,1,8.998095632604175,9,521.3249474638436,6,4,68.23651913719031,4,1
14024,88.83225198210934,24.02268349170047,10,1.096807118944008,8,597.6918817166645,5,2,46.49300086041063,2,1
14025,86.75787540743272,41.54173850958592,10,8.561330171443974,9,557.3817939309914,6,1,47.95722283804511,1,1
14026,24.75944917604476,20.002766747333773,5,5.497736509706057,3,503.7106069188935,0,0,60.35681031104514,0,0
14027,62.25689820523491,28.410170358536107,11,3.310879327278051,4,529.9308057003218,3,2,87.39553270186587,2,1
14028,74.34414859574684,33.58244130218513,12,9.507985287710497,0,548.1345553704981,0,3,57.10949384004543,3,1
14029,20.44413111008421,27.43643234037391,13,1.0910386882565302,6,503.7216047527048,4,4,67.39064829745485,4,1
14030,88.64877543022202,46.652431470409724,6,4.456954618549117,1,540.5954321815749,3,2,32.41197384728633,2,0
14031,53.29088445863413,37.973268307859975,9,3.1133958160102875,1,573.8802617745444,3,2,47.359179752468876,2,1
14032,85.57685435602437,47.64120556727846,2,2.1926768774973273,0,585.3330297519103,6,1,84.20128049688225,1,0
14033,65.19336442435423,49.450132473413596,11,8.471837285486941,9,539.2494685970751,5,5,85.34161203422721,5,0
14034,63.40317998098122,29.97966484260357,1,1.7536341823715254,0,521.2912287788611,4,3,45.695182434857415,3,1
14035,78.21903699813612,26.237155979279304,13,6.031974289334064,8,504.2761754209971,3,2,71.51393378852546,2,1
14036,34.350306573063946,36.79629964959048,7,3.6518565743454108,5,517.0783792977204,2,1,45.26556013254769,1,0
14037,48.67882591466196,21.028066935368695,2,9.547888893451763,3,571.0366958094498,4,3,76.04679864361682,3,1
14038,34.537927509354006,43.18669290502113,9,4.691358072321665,9,592.4611541216642,1,3,87.71250898336483,3,1
14039,11.713485886005524,39.816255324657206,11,2.705442645400732,7,558.1414093164875,4,5,79.01090310372095,5,0
14040,94.3463235880993,45.121551408054756,8,2.0336771512771987,4,552.9131506962196,4,0,50.94989460203162,0,0
14041,88.94248957836986,30.30009111805709,4,2.186285797958715,7,521.9327142827487,4,5,71.5042234232855,5,0
14042,88.94244916971914,24.991689776860746,5,4.827976815118136,6,586.3864727671858,3,2,60.750322309723,2,0
14043,79.26492101127994,35.80517214455493,9,4.865114365653218,5,592.6725937337352,1,1,84.16343530837074,1,1
14044,87.05516864648386,31.190145076849774,1,4.75680941187183,2,592.4048362910206,0,1,48.90247972666355,1,0
14045,52.62182138100526,40.991068988412394,13,2.6154243079410096,5,530.9770193270069,0,3,45.55521539386609,3,1
14046,6.895960449395915,46.96943874431699,11,7.431808803228617,7,587.9345637479893,3,1,40.92002159830886,1,0
14047,91.89560881587424,34.6203197330906,2,1.1859307202433729,2,575.0136445516674,5,0,53.73808021813279,0,1
14048,38.7354777254633,20.756259360402158,0,1.5441784619647487,1,529.7725173067786,3,5,31.234229145074792,5,0
14049,40.821505796635655,36.44653731623264,10,9.498642802492848,1,562.0654814871662,6,2,55.13203265807517,2,0
14050,79.44242063537305,39.68402606245155,10,2.938777197043531,5,559.0271571097911,6,4,64.99801219070645,4,1
14051,83.22059464150139,44.60766773814084,3,4.116678058392248,7,588.1401511179284,1,2,37.53127693139264,2,0
14052,96.89488740394414,26.869736910158334,5,3.0201379007021014,3,545.9900016082588,0,5,79.69006749003249,5,1
14053,87.63310566362027,30.448347483025394,8,4.108367522290891,0,538.887031662304,0,4,37.5992114547676,4,0
14054,87.03326354767282,26.253430433401512,13,7.803813200827614,5,586.1206281557351,2,5,73.9000404365901,5,1
14055,51.74037654414419,32.36309834010919,5,7.8266697475314935,5,528.7509998195651,5,0,40.23942273014186,0,0
14056,3.783838010146465,40.33881307302158,10,7.230170195711666,2,547.1034198152332,6,4,33.15844643457311,4,0
14057,65.31309117301004,45.028678504972504,1,3.5045077381836336,5,553.9830915789089,3,3,77.37173006254515,3,1
14058,79.69859089016285,35.27970165002289,7,6.2649169591070395,0,513.7463580038617,5,0,46.459235398356995,0,1
14059,59.95845809627818,44.40710390464044,2,4.137996236026829,0,547.8035367230593,4,1,44.70702416911088,1,0
14060,45.38711009823617,49.61338695592579,11,9.935358180286487,6,553.1804974883206,3,2,38.27543950700817,2,1
14061,59.98582611017076,46.07645124961407,9,1.876546415965235,2,529.5724962265532,3,3,52.77826403276337,3,0
14062,61.88757632703894,24.526171545294744,2,8.065450642964185,3,566.3864134365201,5,4,50.85118838034853,4,0
14063,75.02595423207946,33.21684807422399,0,6.077674813081502,4,574.0867770356788,1,0,69.20949851866754,0,1
14064,2.8998284903454272,47.71296938606163,7,4.923090298058467,8,591.391915008115,3,2,72.35424732492811,2,0
14065,13.13677047533311,42.92596682041114,12,2.2184916573784976,6,560.6948001074687,5,0,47.28981825913293,0,1
14066,97.03518840386438,49.64966730542483,8,1.7065181373816198,3,563.6528691632402,0,0,68.70882308492938,0,1
14067,25.298101644344822,47.762767132219665,4,2.311648084255025,0,523.4611596236889,3,4,31.901557625683033,4,0
14068,10.758045122425962,38.57339336752587,10,9.756111362396563,8,551.3442180745857,0,2,54.14457769816067,2,0
14069,31.092162298032495,35.29149323335062,4,5.640123061406322,5,577.5815277289001,6,2,66.34778230730149,2,1
14070,23.2960011479598,32.19467248744761,3,4.0242347372027405,9,560.0279095746461,4,2,85.9987484231617,2,1
14071,12.527229282389587,33.69088841361899,11,4.771681400726747,9,585.7381351128928,3,2,50.820079736696854,2,0
14072,4.474440124435473,33.70042801631737,4,8.486716386736182,3,581.1817959833503,6,2,54.11578302829757,2,0
14073,73.35341584777089,23.132753425575416,6,9.857060618243029,3,590.4190917150811,0,0,66.91114502553735,0,0
14074,61.31765936413097,34.46361920317033,7,9.083240307701239,5,568.6260060372994,3,5,30.515668720676416,5,0
14075,57.64558651811195,48.616196531730445,2,9.686668039536155,0,563.8334089538976,3,4,63.96503164241055,4,1
14076,75.66057685635197,41.386977995009175,12,8.486481464014506,2,501.6630985374307,6,0,38.18201314522112,0,1
14077,3.57318820309674,43.17041907513449,8,9.718602666081424,5,509.73756205575853,4,3,77.33169611405711,3,1
14078,23.35321300430876,24.99888366691286,12,6.672555293623711,0,555.5726169773509,6,1,54.72711085951741,1,0
14079,94.41660921731516,20.271078297678596,8,5.315199013155758,4,557.8342286501403,5,2,33.86848492135753,2,0
14080,10.729852485475929,27.096883575847055,4,4.85396038876792,0,506.060196870306,1,2,32.95654233896313,2,0
14081,18.020581418858875,37.345064876864626,7,7.350049128512538,0,509.7943399601617,6,1,69.3497269818597,1,1
14082,4.773754219551069,20.154223986235426,1,6.979881159411567,6,570.1427582093977,0,3,61.6911038748119,3,1
14083,32.63483882783582,42.64363914698632,12,2.180212867730172,1,590.3113081420131,6,4,57.97829516407245,4,1
14084,13.616417411705894,44.290387108490286,3,4.2532496872285925,2,552.9809856865475,5,2,60.32612303773328,2,1
14085,37.2335049450955,26.358142868077017,5,2.6488386548323244,2,515.674551815901,5,5,51.15941850759643,5,1
14086,80.55888526794114,30.379593234659005,10,2.909737378927251,9,572.3980936464382,5,1,64.69581781703229,1,1
14087,97.1730225877787,22.285636683465043,4,7.131521461042166,8,501.8178750750864,6,2,71.48280391055033,2,1
14088,91.19632775743771,37.206081545402185,10,7.531653215172244,2,559.2092358383778,5,0,36.168736916995506,0,1
14089,9.181744110766797,37.026540273305,3,2.0693428835119474,4,599.7978826983632,6,0,34.711565500123854,0,0
14090,24.30295330690475,20.413427551517966,3,4.345442399231221,8,522.497460677312,6,2,71.16702327209862,2,0
14091,10.30460984842265,39.430086537872654,3,1.2186543732332362,3,510.2758007870121,1,1,80.3487200013968,1,0
14092,22.679681127003605,42.25517651660322,8,4.4193449488105,1,582.1275532114436,3,4,87.63616710202925,4,1
14093,41.71515859425164,48.271943594628155,11,7.786062580423273,2,502.5038297370749,6,3,73.64879501285235,3,1
14094,33.92490502122952,21.5902361810287,10,8.435242366740347,4,570.6960446087464,6,1,70.68662781914641,1,0
14095,55.99074152805816,46.17149671886969,7,9.790586584248812,0,507.61672611156524,1,2,84.42119711758627,2,1
14096,24.26845126463601,34.63536043778883,5,3.706270506061629,6,500.6733378014652,3,1,67.49504997053351,1,0
14097,5.160815465861839,23.395237900347063,11,5.268099054473388,3,527.9892316193002,4,0,60.631340123742945,0,0
14098,40.900003536783,28.29894692201242,7,7.045524953568462,5,551.6053510678362,0,3,49.50406165326834,3,0
14099,33.121817658933686,37.31213365020805,9,5.787729115574952,3,561.5687310652125,6,2,82.88187920133288,2,0
14100,26.591950292170885,28.345357385328043,2,6.262849118467105,0,537.6861217165384,0,3,47.22030866687267,3,1
14101,94.9856881439343,44.51736987912824,1,5.088345348294313,6,597.408253531653,3,4,70.57243136624008,4,0
14102,57.21100345768507,49.73579811058703,10,7.946054797887776,2,552.5167103532925,5,3,41.67983894911608,3,0
14103,35.088378725112015,25.65446878065399,13,3.903474969855131,4,578.5860520717689,6,4,31.988779318541127,4,1
14104,65.35674382923469,48.93622638487312,13,7.539732878150661,7,564.8014825581375,5,3,79.7606237739464,3,1
14105,22.69272077144238,31.341474329055714,8,2.590321941393289,9,547.7344356140167,3,0,39.38858272231523,0,1
14106,86.21011357778166,49.4756749698991,8,6.62859618052618,1,575.5567292362534,4,3,52.467142635618345,3,1
14107,36.0349416905725,38.55419950785499,9,9.734831046526198,0,539.5746048930117,2,5,75.2063344757182,5,1
14108,43.7019669561168,46.09899648394671,4,8.271468545358914,0,577.3551734151351,5,0,38.11999608735029,0,0
14109,63.183294947692524,27.09803697180056,8,3.0902814423961114,6,598.814633547587,1,5,43.18576309253824,5,0
14110,50.49256604271633,46.55698296746638,1,1.7612448443795357,2,579.9789253156521,5,5,36.92663145879944,5,1
14111,78.86821009313915,49.52152686155725,5,1.9658780625795336,9,562.0133327369048,6,4,37.77593680767386,4,1
14112,91.61994694130797,38.3514554284701,9,9.33632870905654,0,562.1182903376476,0,1,75.8414634247674,1,0
14113,71.61683075233714,46.75348853326885,3,7.718457956775571,8,595.4425576269944,6,3,43.46580933086292,3,1
14114,85.872191966946,22.39165223539423,2,1.1887493016029933,1,579.1300858258376,5,3,60.045126016798136,3,1
14115,37.314204271942984,45.290521658512425,10,3.3973100874403017,5,516.5292104055665,4,0,76.49521327027335,0,0
14116,6.9041191730975005,25.968736186836672,5,8.917785852065089,7,563.9655703281716,5,4,66.33305150388105,4,1
14117,60.81969137856113,46.11610261945317,1,4.4113226804489365,0,550.4747832099926,5,2,70.40094691808557,2,1
14118,57.3494129171726,37.71728152731339,12,4.770110111214892,6,530.4897623071608,6,3,52.66744213133215,3,1
14119,12.826209397636173,25.451779387526045,4,9.527323826286223,1,513.0941215523073,4,2,76.78389879227088,2,1
14120,17.32474953172696,37.711984408387266,4,1.1475603609438094,0,545.5427908662731,6,2,58.32393443734144,2,0
14121,16.50478946506738,35.20675031366443,4,8.909498073539165,1,556.636546602393,0,2,73.36831866886934,2,1
14122,29.552674329877796,38.19648927619346,12,4.01320727154019,5,587.6844136952561,5,0,83.22636259602902,0,0
14123,37.10460988899304,22.828425234617736,3,2.8269495573824988,2,555.4863503566719,5,3,36.75725783408249,3,0
14124,62.960275986458164,32.24594390187772,11,2.8274999687587243,9,594.5182402551823,1,1,41.27281342826301,1,0
14125,73.69532922333912,20.285079918493224,12,4.086875388474949,5,540.2379891748706,2,1,67.3967443759191,1,0
14126,29.6585628098721,23.607342425724806,9,4.210991733078769,4,542.3507533191457,5,0,64.3656946623185,0,1
14127,72.72337864358894,22.578357968618267,6,6.0247989653888325,2,566.1902505557458,4,4,40.68110462061153,4,1
14128,79.1872819463625,36.80254395791237,10,6.502514229638064,4,558.6045067410656,4,3,80.576457377968,3,0
14129,38.24259786334714,33.28121539669516,9,7.650345170682755,1,549.2043539786301,4,3,48.629854437657386,3,1
14130,70.06200368181707,42.04463192180387,13,1.1819325687515154,3,504.7291175795055,3,5,83.68634241081186,5,1
14131,5.737821277532821,37.50005007423846,10,1.542084646233583,2,581.0728677530209,5,5,39.73345402613147,5,1
14132,37.877520436561596,47.6934025826191,6,4.118462408703745,7,522.7973335989775,0,0,45.44426734945777,0,0
14133,47.798007775316066,45.29027117611426,7,1.0526258007994307,6,533.9486919298428,4,2,86.30171972901395,2,0
14134,85.62512212923633,21.425451040317416,6,9.325368754218072,4,547.1784009244494,0,4,86.675318942342,4,0
14135,68.42750329037737,43.96627795112522,1,2.8742548935443613,9,539.089355934143,1,5,43.881333054879136,5,0
14136,51.519644055246296,34.3960269629711,4,2.7506913778344297,7,562.0511860881691,3,2,85.2574054972944,2,0
14137,85.07656478796596,47.98814044799158,5,3.2571242190194596,2,509.49350843964214,4,1,73.87465498240255,1,1
14138,4.044976460431032,22.996621918095567,6,3.7743947968232066,3,530.0714353292868,2,4,54.539753187535304,4,0
14139,15.737802070825794,29.499788534852236,8,5.243426904834157,0,515.021602201907,1,4,48.469401429553656,4,0
14140,11.500993759415467,48.980926692475336,10,7.4898172363326765,1,583.989356259813,4,0,80.26191055448459,0,0
14141,79.89564921917759,28.48250527770142,12,3.1280241990412847,8,534.6448324190932,1,1,47.276137519656345,1,1
14142,69.31820399256645,48.363422380200916,6,8.161206524015764,4,585.8559382694386,2,2,86.68359300771002,2,1
14143,58.12249673550024,20.66647080823306,12,1.8924282037576572,3,532.655684072926,1,0,53.267856958829796,0,0
14144,58.2163198981796,35.890708957408556,13,8.936894321269929,5,527.7993537758258,3,2,89.59398537525365,2,1
14145,15.83986068783989,39.05556727887735,8,4.6701394579844,9,514.1291136867201,2,0,70.80728581435733,0,1
14146,59.38293399864197,25.949363517898526,6,3.2820723566803673,8,551.5667619117,2,3,34.663637678638345,3,1
14147,31.982281685334016,23.531071074294587,5,9.337238087799431,1,532.081858118418,5,3,61.767717935953264,3,1
14148,6.943834839412175,42.33382127040054,5,8.83271448411308,3,567.7012539202947,3,4,71.90486605168027,4,1
14149,34.29794460126081,45.40998175715078,9,7.046534448840388,5,563.945021741875,0,4,72.55666592744953,4,0
14150,31.971499639239333,21.067230003107365,4,9.731718596753883,9,546.5285436760229,1,3,71.83086570953654,3,0
14151,15.58021792625665,30.70527256392117,12,6.359948175328874,3,526.9104676848243,3,5,54.6282618607179,5,1
14152,58.30027530097436,46.022838195544,6,2.03996671013401,7,543.1575260746401,6,0,39.86006145185111,0,1
14153,42.602102756081074,35.93605226131119,12,6.550593682151874,9,514.6194596341603,1,4,57.99083369269519,4,1
14154,32.55490585260135,26.526809813416946,8,1.4047339170717286,0,514.9913150152788,4,4,74.31044503426408,4,1
14155,48.84147856198236,32.78225684908215,2,2.4990780035463893,2,556.330364226071,1,2,58.450071250772005,2,1
14156,44.80809533630601,40.19111065622023,11,9.145096669803234,5,587.1258369306137,6,1,63.03432914768034,1,0
14157,20.85220104042001,28.26019671870359,3,8.223392175849169,2,522.7320906446346,5,3,62.071333881670355,3,0
14158,51.02719525415051,21.051546988811072,8,8.442449919181374,9,585.0079222197955,4,5,58.837256770019486,5,1
14159,39.671074410873594,36.23319411149223,3,8.770484970941357,3,584.6028459667349,3,3,85.81267203372485,3,0
14160,76.0497829161649,37.07402089457641,9,2.3187045144392635,1,512.6503891993308,3,0,89.39259421000824,0,1
14161,14.619827392005611,48.9267677346982,12,6.4901600511931985,9,598.7866964254272,5,0,70.04709175184387,0,0
14162,68.77089927766741,43.36061912082202,4,6.271222686227288,9,535.8559277623186,2,2,68.91204528886816,2,0
14163,76.87345514273035,36.27769834090025,10,2.5812450421418083,5,553.2331734087213,4,5,43.6371663479974,5,1
14164,78.31831868954418,29.023469083234616,11,8.419485106015825,8,539.8900504323734,1,0,49.273340341463836,0,1
14165,15.455375845320127,41.73079482396218,2,1.2672984403531897,0,557.0423869942065,3,5,61.6520320778,5,1
14166,20.547419660098836,40.09072690940778,0,3.9240406268371255,3,573.0324844314075,1,0,40.253749379388424,0,1
14167,76.25182047774365,45.09868041549995,3,8.346462172465696,5,503.26483730388736,1,4,65.0656519807902,4,1
14168,88.93729285047482,46.36587676894481,13,2.1617410935022208,9,549.1949129502823,2,5,60.657923721999296,5,0
14169,37.09112039012267,46.70697578822469,12,9.60554430614393,3,598.2135442957955,3,3,85.41386415528378,3,1
14170,4.9028598850403124,30.216457261457947,2,8.726862558592897,2,553.8120705290605,0,0,54.84933918889472,0,0
14171,6.828587190741432,45.33922542367472,4,6.167685421457007,8,561.9272209352417,6,1,76.40301474531279,1,0
14172,95.16347292752312,44.32674798656891,11,4.116536244537301,7,564.8152700486095,2,1,38.269317920578054,1,0
14173,28.214478278865396,23.0710245712127,10,6.414116718668344,3,551.902665847148,5,0,52.492463738404794,0,0
14174,80.41540619238549,28.477568588297483,6,6.121266503626632,4,527.1922732923118,5,5,45.915506397029276,5,1
14175,46.97701083739861,38.61398620017722,11,4.342584523013338,8,516.5582513492932,1,0,78.312897732533,0,0
14176,72.35617911648924,31.697969975941838,8,6.457525063123149,4,598.0149700347827,4,0,43.08740539745963,0,1
14177,96.645986745202,33.58420105808502,2,1.9639027263536786,6,518.7447758108315,3,1,87.12256887953355,1,1
14178,20.463289657229414,45.87154404641643,5,1.025905531112184,9,525.7101947712896,1,5,54.930753351527045,5,0
14179,81.70830688734608,43.41651310718782,13,9.655763089040066,3,524.4215994549495,3,2,71.14796760895332,2,1
14180,8.210653773108618,40.87897488474154,1,5.375796807491747,5,594.9204575472297,1,3,41.55353755530493,3,0
14181,19.40836101775159,30.81845814838649,13,9.891380780146196,0,523.4913285095967,2,5,31.776355501708963,5,0
14182,33.78421592032744,21.857840516975347,4,6.4103582970079875,6,543.8009014772567,1,2,44.86571501755783,2,0
14183,73.75811027270437,46.81849398511336,13,1.0030501934172174,7,595.3037938089108,1,1,30.152960266500944,1,1
14184,30.38083266221401,22.48479391382282,9,8.581641561903776,8,588.3144753455701,6,0,38.77036567161454,0,0
14185,75.1261083504534,36.04362948281751,2,2.186431015085126,0,538.420499666865,1,3,55.63444772474544,3,0
14186,59.57009882734025,36.173709164946615,11,2.742821809046154,6,504.20131959395155,2,0,66.90910500602992,0,1
14187,34.458184463134344,31.968896113070283,2,7.669399338681137,7,554.1829625164092,0,1,58.024950330926146,1,0
14188,2.864032582995042,33.54074973135646,0,3.4952256987449077,2,569.5832775065121,3,0,73.03376157855273,0,0
14189,78.05537981762964,48.0237062076432,6,2.7200319322234976,7,507.1089703406214,1,0,59.13952853201593,0,1
14190,45.65008501655898,41.972700070951745,12,8.301554021746128,2,533.1031513234425,6,3,31.68358368782492,3,0
14191,38.175144355356856,21.457766089731006,11,7.999585001367355,7,505.831431711414,3,1,71.42732041534177,1,1
14192,56.47970436032405,37.78091377970628,6,8.16653646609111,0,594.1009679619193,0,5,64.95704863053213,5,1
14193,25.114091928086175,39.767215475321485,8,1.8111204719623193,2,541.3537306104222,3,2,47.73962946433369,2,0
14194,77.62659028426008,24.804177788879457,13,3.3844709168786036,6,544.1521983103576,6,5,87.81421497360284,5,1
14195,90.51667297604486,34.298170950217084,8,5.395257451561533,0,565.0408145792352,0,1,74.37820761736019,1,0
14196,83.80629870188335,41.39611698379126,12,9.464623045667741,9,583.9523657702051,5,5,89.48180326337166,5,1
14197,69.00525768975834,21.901141777112343,3,9.898159594144234,9,544.0179579156533,1,2,66.52301900053186,2,1
14198,23.409469588914884,29.053053547734883,2,4.2786927271960185,9,590.9010043154997,6,4,52.79029157303695,4,1
14199,44.41939257332854,20.359509144017007,10,9.075042123119124,1,507.72567865744514,5,0,31.799844036881694,0,0
14200,14.91520163047472,20.697837623501254,3,7.16686563074339,8,549.3858985400501,0,5,77.26660081651202,5,0
14201,38.13614364644437,37.60325601626255,13,7.299986857829019,2,555.4489969149686,4,0,85.92131115040809,0,1
14202,79.31156339856234,35.163264204086985,10,2.902292293817552,3,530.3528419040347,0,3,89.40034024575627,3,1
14203,8.639967538308406,43.405369565083035,3,2.4616927717432664,2,589.2558427285892,1,1,89.94063883475427,1,1
14204,59.95439554210794,25.803786885243206,4,2.5053309830568926,1,545.0815360087198,5,1,87.56246537617167,1,1
14205,78.49535332609165,21.141091633830495,5,4.929323912498423,9,522.2374157503882,1,3,76.49132683605882,3,1
14206,82.55307640736514,43.569442712653526,0,4.324203067826483,5,511.70049024815575,6,5,71.79164918440739,5,1
14207,21.33349245056038,45.68155069689507,13,4.054859487918559,9,503.04266232692794,6,4,61.446677005928265,4,0
14208,29.307668380544442,34.45868743113026,6,2.328642704538861,6,515.1008524002872,6,2,44.7315547318388,2,0
14209,63.927278276861976,31.509510434666705,3,7.350582614596654,4,508.9826248092968,4,3,45.02653727066823,3,0
14210,36.48603106517296,24.08307356635966,7,7.421204376908216,8,542.5158274876285,1,4,75.6405620372107,4,0
14211,71.8527092399919,27.446618920851403,3,1.1333710164204542,1,507.8983066736182,2,5,70.00770340970689,5,1
14212,58.88430075503409,20.379750611676446,10,8.592895733787575,8,580.7166121760283,5,0,84.14356152808023,0,1
14213,32.72127750352691,23.643503542896603,5,3.2950743687896917,7,503.32587943490233,4,4,51.93983874792861,4,1
14214,30.401125855861164,27.0865608257157,11,7.716750673340923,8,554.2821958499354,1,0,49.15390769787389,0,0
14215,46.00415968599481,43.53833836399568,5,9.30535469138383,2,598.0794413429503,3,4,41.276383007586155,4,0
14216,29.883041891857108,23.641296113515004,8,1.1263028384587381,1,545.3234229767378,5,1,59.32970465757079,1,0
14217,87.82087685837847,49.83228638891532,12,6.887188877810044,7,543.1314178942823,1,3,31.032073494176917,3,1
14218,24.876064583331537,36.5515884769266,5,1.491209137503982,2,553.9218120306241,5,3,80.57846483295954,3,0
14219,82.35691698571004,37.48029785720156,3,4.355965361794768,4,529.0381159565666,1,5,46.46465415575618,5,0
14220,52.911744639817606,37.37452658677154,2,9.989436030111847,7,513.321100981318,1,2,89.76072568869918,2,0
14221,40.212871393429076,49.635612022383896,11,1.1816692788085477,0,577.9742034116005,5,0,44.44052148041403,0,0
14222,45.412939813388085,25.81418903546234,13,7.7400363355268365,0,537.3223503325415,2,0,79.67118161551842,0,1
14223,48.65105121276944,40.16806097899875,8,5.170324848657993,4,555.799197747385,2,5,57.403550918828785,5,1
14224,55.02217361809119,36.9155241145548,6,1.9878084310965223,2,589.9162512611931,4,1,66.19225429242563,1,1
14225,65.78531560616086,24.01282709954973,8,9.191535932700146,9,572.6926634081184,1,1,44.410110672362585,1,1
14226,65.16004971694188,26.281250647456282,4,1.0142884839096693,1,522.6009747508201,1,3,83.79191002004156,3,0
14227,90.99440097691658,46.70959639558829,9,9.217465064113442,5,553.3504758012259,0,1,31.90741287799417,1,0
14228,13.589689444985488,25.082457750774427,8,1.8844325964761048,9,531.4445303829882,5,4,54.14609747101389,4,0
14229,70.94705658380204,49.74346393387766,2,7.041774783391503,6,583.1396968988402,4,5,67.3322500398506,5,0
14230,29.368599993222496,37.63137591578775,11,3.2785797654177395,7,543.9809316108698,4,1,60.518951940656535,1,1
14231,77.00933419187601,34.33980602922907,8,4.549182256065414,0,595.4839393154457,2,2,38.67349636997481,2,1
14232,68.51100363844398,24.415739803266533,12,4.931546651637909,3,574.6807332708139,6,0,64.84788667160493,0,0
14233,91.39020607420692,27.2698977780922,6,5.366920410673441,9,562.1020083529945,4,2,47.557347037066855,2,1
14234,28.122536795640208,37.92083441398677,8,7.850867119227724,3,558.4816109418302,4,1,51.08632509051942,1,0
14235,77.27318885107901,31.522128155144134,9,4.327807464676434,0,562.0161964125132,0,5,81.19035709105901,5,0
